Artist Name,Stubhub ID,Year,Month,Date,DayOfWeek,Name,City,State,ZipCode,Cons1,Cons2
Backstreet Boys,103926935,2019,9,7,6,T-Mobile Center,Kansas City,MO,64106,0,0
Backstreet Boys,103926939,2019,9,8,7,CHI Health Center Omaha,Omaha,NE,68102,0,0
Backstreet Boys,103926944,2019,9,10,2,Gainbridge Fieldhouse,Indianapolis,IN,46204,0,0
Backstreet Boys,103924848,2019,9,11,3,Fiserv Forum,Milwaukee,WI,53203,0,0
Backstreet Boys,103926947,2019,9,13,5,KFC Yum Center,Louisville,KY,40202,0,0
Backstreet Boys,103924850,2019,9,14,6,PPG Paints Arena,Pittsburgh,PA,15219,0,0
Backstreet Boys,103926950,2019,9,15,7,Prudential Center,Newark,NJ,7102,0,0
Backstreet Boys,104156146,2019,11,2,6,Neal S Blaisdell Arena,Honolulu,HI,96814,0,1
Backstreet Boys,104157116,2019,11,3,7,Neal S Blaisdell Arena,Honolulu,HI,96814,1,1
Backstreet Boys,104173440,2019,11,5,2,Neal S Blaisdell Arena,Honolulu,HI,96814,1,1
Backstreet Boys,104207162,2019,11,6,3,Neal S Blaisdell Arena,Honolulu,HI,96814,1,0
Backstreet Boys ,103925793,2019,9,16,1,Hersheypark Stadium,Hershey,PA,17033,0,0
Bad Bunny,103474824,2018,2,28,3,United Palace Theatre,New York,NY,10033,0,1
Bad Bunny,103427105,2018,3,1,4,United Palace Theatre,New York,NY,10033,1,1
Bad Bunny,103456364,2018,3,2,5,United Palace Theatre,New York,NY,10033,1,0
Bad Bunny,103420025,2018,3,3,6,Payne Arena,Hidalgo,TX,78557,0,0
Bad Bunny,103420023,2018,3,9,5,Arizona Federal Theatre,Phoenix,AZ,85003,0,0
Bad Bunny,103428957,2018,3,10,6,Cosmopolitan of Las Vegas,Las Vegas,NV,89109,0,0
Bad Bunny,103427111,2018,3,11,7,Smart Financial Centre,Sugar Land,TX,77479,0,0
Bad Bunny,103427118,2018,3,15,4,Santander Arena,Reading,PA,19601,0,0
Bad Bunny,103420019,2018,3,16,5,Allstate Arena,Rosemont,IL,60018,0,0
Bad Bunny,103420005,2018,3,17,6,Arvest Bank Theatre at The Midland,Kansas City,MO,64105,0,0
Bad Bunny,103475894,2018,3,22,4,Texas Trust CU Theatre at Grand Prairie,Grand Prairie,TX,75050,0,0
Bad Bunny,103427112,2018,3,23,5,El Paso County Coliseum,El Paso,TX,79905,0,0
Bad Bunny,103457385,2018,3,24,6,La Hacienda Event Center,Midland,TX,79707,0,0
Bad Bunny,103474825,2018,3,25,7,Sames Auto Arena,Laredo,TX,78041,0,0
Bad Bunny,103334947,2018,3,25,7,Coda Philadelphia,Philadelphia,PA,19103,0,0
Bad Bunny,103474822,2018,4,19,4,Golden 1 Center,Sacramento,CA,95814,0,0
Bad Bunny,103420021,2018,4,20,5,SAP Center,San Jose,CA,95113,0,0
Bad Bunny,103563605,2018,4,21,6,The Observatory Santa Ana,Santa Ana,CA,92704,0,0
Bad Bunny,103420017,2018,4,22,7,L.A. Forum,Inglewood,CA,90305,0,0
Bad Bunny,103474826,2018,4,27,5,Mohegan Sun Arena-CT,Uncasville,CT,6382,0,0
Bad Bunny,103420015,2018,4,28,6,FTX Arena,Miami,FL,33130,0,0
Bad Bunny,103420018,2018,4,29,7,Amway Center,Orlando,FL,32801,0,0
Bad Bunny,103569417,2018,8,16,4,EagleBank Arena,Fairfax,VA,22030,0,0
Bad Bunny,103569421,2018,8,17,5,Agganis Arena,Boston,MA,2215,0,0
Bad Bunny,103569423,2018,8,18,6,Prudential Center,Newark,NJ,7102,0,0
Bad Bunny,103583909,2018,8,24,5,Tucson Arena,Tucson,AZ,85701,0,0
Bad Bunny,103587444,2018,8,25,6,Pechanga Arena,San Diego,CA,92110,0,0
Bad Bunny,103587633,2018,8,26,7,Oakland Arena,Oakland,CA,94621,0,0
Bad Bunny,103569425,2018,8,30,4,Smart Financial Centre,Sugar Land,TX,77479,0,0
Bad Bunny,103573792,2018,8,31,5,Maverik Center,Salt Lake City,UT,84119,0,0
Bad Bunny,103575636,2018,9,1,6,Bellco Theatre at Colorado Convention Center,Denver,CO,80202,0,0
Bad Bunny,103609020,2018,9,6,4,WaMu Theater - Seattle,Seattle,WA,98134,0,0
Bad Bunny,103573803,2018,9,7,5,Selland Arena at Fresno Convention Center,Fresno,CA,93721,0,0
Bad Bunny,103572857,2018,9,8,6,Mechanics Bank Arena,Bakersfield,CA,93301,0,0
Bad Bunny,103609025,2018,9,9,7,Toyota Arena - CA,Ontario,CA,91764,0,0
Bad Bunny,103766787,2018,9,20,4,State Theatre-Playhouse Square Center,Cleveland,OH,44115,0,0
Bad Bunny,103580690,2018,9,21,5,Freeman Coliseum,San Antonio,TX,78220,0,0
Bad Bunny,103580691,2018,9,23,7,State Theatre Minneapolis,Minneapolis,MN,55402,0,0
Bad Bunny,103583886,2018,9,28,5,Masonic Temple - Detroit,Detroit,MI,48201,0,0
Bad Bunny,103607246,2018,11,8,4,State Farm Arena,Atlanta,GA,30303,0,0
Bad Bunny,103590445,2018,11,9,5,Greensboro Coliseum Complex,Greensboro,NC,27403,0,0
Bad Bunny,103580688,2018,11,23,5,The Rave-Eagles Club,Milwaukee,WI,53233,0,0
Bad Bunny,104030514,2019,3,14,4,FTX Arena,Miami,FL,33130,0,1
Bad Bunny,103980773,2019,3,16,6,FTX Arena,Miami,FL,33130,1,0
Bad Bunny,103979102,2019,3,21,4,Theater of the Clouds at Moda Center,Portland,OR,97227,0,0
Bad Bunny,103979105,2019,3,22,5,Tacoma Dome,Tacoma,WA,98421,0,0
Bad Bunny,103981206,2019,3,24,7,Allstate Arena,Rosemont,IL,60018,0,0
Bad Bunny,103979097,2019,3,28,4,HEB Center at Cedar Park,Cedar Park,TX,78613,0,0
Bad Bunny,103979098,2019,3,29,5,Payne Arena,Hidalgo,TX,78557,0,0
Bad Bunny,104028605,2019,3,30,6,La Hacienda Event Center,Midland,TX,79707,0,0
Bad Bunny,103979099,2019,3,31,7,Don Haskins Center,El Paso,TX,79902,0,0
Bad Bunny,103981212,2019,4,4,4,American Airlines Center - TX,Dallas,TX,75219,0,0
Bad Bunny,103981215,2019,4,5,5,Sames Auto Arena,Laredo,TX,78041,0,0
Bad Bunny,103978979,2019,4,7,7,Mohegan Sun Arena-CT,Uncasville,CT,6382,0,0
Bad Bunny,103980770,2019,4,11,4,Amway Center,Orlando,FL,32801,0,0
Bad Bunny,103980769,2019,4,12,5,Hertz Arena,Estero,FL,33928,0,0
Bad Bunny,104018880,2019,4,20,6,SAP Center,San Jose,CA,95113,0,0
Bad Bunny,104050273,2019,4,22,1,Crypto.com Arena,Los Angeles,CA,90015,0,0
Bad Bunny,103978978,2019,4,27,6,Madison Square Garden,New York,NY,10001,0,0
Bad Bunny,103981189,2019,4,28,7,Santander Arena,Reading,PA,19601,0,0
Bad Bunny,104111118,2019,10,25,5,Agganis Arena,Boston,MA,2215,0,0
Bad Bunny,104121122,2019,10,26,6,Total Mortgage Arena,Bridgeport,CT,6604,0,0
Bad Bunny,104109460,2019,10,27,7,Prudential Center,Newark,NJ,7102,0,0
Bad Bunny,104109930,2019,11,1,5,EagleBank Arena,Fairfax,VA,22030,0,0
Bad Bunny,104109931,2019,11,2,6,Greensboro Coliseum Complex,Greensboro,NC,27403,0,0
Bad Bunny,104109947,2019,11,3,7,State Farm Arena,Atlanta,GA,30303,0,0
Bad Bunny,104124431,2019,11,8,5,Curtis Culwell Center,Garland,TX,75040,0,0
Bad Bunny,104109951,2019,11,9,6,Freeman Coliseum,San Antonio,TX,78220,0,0
Bad Bunny,104109954,2019,11,10,7,BOK Center,Tulsa,OK,74103,0,0
Bad Bunny,104111316,2019,11,15,5,Footprint Center,Phoenix,AZ,85004,0,0
Bad Bunny,104111347,2019,11,16,6,Michelob ULTRA Arena at Mandalay Bay Resort and Casino,Las Vegas,NV,89119,0,0
Bad Bunny,104135433,2019,11,17,7,L.A. Forum,Inglewood,CA,90305,0,0
Bad Bunny,104111673,2019,11,22,5,Pechanga Arena,San Diego,CA,92110,0,0
Bad Bunny,104109957,2019,11,23,6,Toyota Arena - CA,Ontario,CA,91764,0,0
Bad Bunny,104124455,2019,11,24,7,Chase Center,San Francisco,CA,94158,0,0
Bad Bunny,104125744,2019,11,27,3,Tucson Arena,Tucson,AZ,85701,0,0
Bad Bunny,104122694,2019,11,29,5,Allstate Arena,Rosemont,IL,60018,0,0
Bad Bunny,104109968,2019,12,1,7,Toyota Center - TX,Houston,TX,77002,0,0
Bad Bunny,104150676,2019,12,6,5,Barclays Center,Brooklyn,NY,11217,0,0
Bad Bunny,104111267,2019,12,8,7,Amalie Arena,Tampa,FL,33602,0,0
Bad Bunny,104823369,2022,2,9,3,Ball Arena,Denver,CO,80204,0,0
Bad Bunny,104821845,2022,2,11,5,Don Haskins Center,El Paso,TX,79902,0,0
Bad Bunny,104824205,2022,2,13,7,Payne Arena,Hidalgo,TX,78557,0,0
Bad Bunny,104823389,2022,2,16,3,Toyota Center - TX,Houston,TX,77002,0,1
Bad Bunny,104825616,2022,2,17,4,Toyota Center - TX,Houston,TX,77002,1,0
Bad Bunny,104823373,2022,2,18,5,American Airlines Center - TX,Dallas,TX,75219,0,1
Bad Bunny,104826359,2022,2,19,6,American Airlines Center - TX,Dallas,TX,75219,1,0
Bad Bunny,104824210,2022,2,23,3,Pechanga Arena,San Diego,CA,92110,0,0
Bad Bunny,104824211,2022,2,24,4,Crypto.com Arena,Los Angeles,CA,90015,0,0
Bad Bunny,104823375,2022,2,25,5,L.A. Forum,Inglewood,CA,90305,0,1
Bad Bunny,104824982,2022,2,26,6,L.A. Forum,Inglewood,CA,90305,1,0
Bad Bunny,104823368,2022,2,28,1,Moda Center,Portland,OR,97227,0,0
Bad Bunny,104824206,2022,3,1,2,Climate Pledge Arena,Seattle,WA,98109,0,0
Bad Bunny,104821848,2022,3,3,4,SAP Center,San Jose,CA,95113,0,1
Bad Bunny,104824984,2022,3,4,5,SAP Center,San Jose,CA,95113,1,0
Bad Bunny,104823388,2022,3,5,6,MGM Grand Garden Arena,Las Vegas,NV,89109,0,0
Bad Bunny,104823377,2022,3,6,7,Footprint Center,Phoenix,AZ,85004,0,0
Bad Bunny,104823379,2022,3,10,4,Allstate Arena,Rosemont,IL,60018,0,1
Bad Bunny,104824785,2022,3,11,5,Allstate Arena,Rosemont,IL,60018,1,1
Bad Bunny,104824986,2022,3,12,6,Allstate Arena,Rosemont,IL,60018,1,0
Bad Bunny,104824213,2022,3,16,3,Wells Fargo Center-PA,Philadelphia,PA,19148,0,0
Bad Bunny,104823381,2022,3,18,5,Prudential Center,Newark,NJ,7102,0,0
Bad Bunny,104823382,2022,3,19,6,Barclays Center,Brooklyn,NY,11217,0,1
Bad Bunny,104825619,2022,3,20,7,Barclays Center,Brooklyn,NY,11217,1,0
Bad Bunny,104821853,2022,3,22,2,TD Garden,Boston,MA,2114,0,0
Bad Bunny,104823384,2022,3,25,5,Capital One Arena,Washington DC,DC,20004,0,0
Bad Bunny,104821855,2022,3,26,6,Spectrum Center,Charlotte,NC,28202,0,0
Bad Bunny,104821856,2022,3,27,7,State Farm Arena,Atlanta,GA,30303,0,0
Bad Bunny,104823386,2022,3,29,2,Amway Center,Orlando,FL,32801,0,1
Bad Bunny,104827016,2022,3,30,3,Amway Center,Orlando,FL,32801,1,0
Badshah,103777503,2018,10,27,6,Long Beach Convention Center - Terrace Theater,Long Beach,CA,90802,0,0
Badshah,103774450,2018,11,3,6,Broward Center Au Rene,Fort Lauderdale,FL,33312,0,0
Band-maid,103789792,2018,11,9,5,The Lodge Room,Los Angeles,CA,90042,0,0
Band-Maid,104156894,2019,9,26,4,Gramercy Theatre,New York,NY,10010,0,0
Band-Maid,104155918,2019,9,28,6,Cambridge Room at House of Blues Dallas,Dallas,TX,75202,0,0
Band-Maid,104153137,2019,9,30,1,Echoplex,Los Angeles,CA,90026,0,1
Band-Maid,104152495,2019,10,1,2,Echoplex,Los Angeles,CA,90026,1,0
Banda Ms,103365780,2018,2,3,6,Payne Arena,Hidalgo,TX,78557,0,0
Banda Ms,103361468,2018,2,11,7,Texas Trust CU Theatre at Grand Prairie,Grand Prairie,TX,75050,0,0
Banda Ms,103428522,2018,3,17,6,Don Haskins Center,El Paso,TX,79902,0,0
Banda Ms,103485666,2018,3,18,7,Pico Rivera Sports Arena,Pico Rivera,CA,90660,0,0
Banda Ms,103358214,2018,3,24,6,Allstate Arena,Rosemont,IL,60018,0,0
Banda Ms,103358212,2018,4,20,5,Santander Arena,Reading,PA,19601,0,0
Banda Ms,103536471,2018,5,25,5,Freeman Coliseum,San Antonio,TX,78220,0,0
Banda Ms,103575113,2018,6,24,7,Del Mar Fairgrounds,Del Mar,CA,92014,0,0
Banda Ms,103481334,2018,7,27,5,Toyota Arena - CA,Ontario,CA,91764,0,1
Banda Ms,103427054,2018,7,28,6,Toyota Arena - CA,Ontario,CA,91764,1,1
Banda Ms,103525370,2018,7,29,7,Toyota Arena - CA,Ontario,CA,91764,1,0
Banda Ms,103480766,2018,8,3,5,Arizona Federal Theatre,Phoenix,AZ,85003,0,0
Banda Ms,103536525,2018,8,4,6,Dunkin Donuts Center,Providence,RI,2903,0,0
Banda Ms,103573676,2018,8,11,6,SAP Center,San Jose,CA,95113,0,0
Banda MS,103664849,2018,8,24,5,Maverik Center,Salt Lake City,UT,84119,0,0
Banda MS,103593634,2018,8,25,6,Bellco Theatre at Colorado Convention Center,Denver,CO,80202,0,0
Banda MS,103621541,2018,9,1,6,T-Mobile Center,Kansas City,MO,64106,0,0
Banda Ms,103579247,2018,9,14,5,MGM Grand Garden Arena,Las Vegas,NV,89109,0,0
Banda Ms,103819277,2018,9,28,5,Reno-Sparks Convention Center,Reno,NV,89502,0,0
Banda Ms,103616149,2018,9,30,7,Santa Barbara Bowl,Santa Barbara,CA,93103,0,0
Banda Ms,103738050,2018,10,26,5,Microsoft Theater,Los Angeles,CA,90015,0,1
Banda Ms,103738052,2018,10,27,6,Microsoft Theater,Los Angeles,CA,90015,1,1
Banda MS,103833756,2018,10,28,7,Microsoft Theater,Los Angeles,CA,90015,1,0
Banda MS,103808635,2018,11,10,6,Amway Center,Orlando,FL,32801,0,0
Banda MS,103807268,2018,11,18,7,Prudential Center,Newark,NJ,7102,0,0
Banda MS,103808637,2018,11,21,3,Wang Theatre,Boston,MA,2116,0,0
Banda MS,103806378,2018,11,23,5,FTX Arena,Miami,FL,33130,0,0
Banda Ms,103819275,2018,11,24,6,Bridgestone Arena,Nashville,TN,37203,0,0
Banda MS,103907878,2018,12,9,7,Tucson Arena,Tucson,AZ,85701,0,0
Banda Ms,103893742,2019,2,8,5,Cox Convention Center Arena,Oklahoma City,OK,73102,0,0
Banda Ms,103903692,2019,2,9,6,HEB Center at Cedar Park,Cedar Park,TX,78613,0,0
Banda Ms,103905294,2019,2,15,5,Texas Trust CU Theatre at Grand Prairie,Grand Prairie,TX,75050,0,0
Banda Ms,103927817,2019,2,16,6,Amarillo Civic Center Coliseum,Amarillo,TX,79101,0,0
Banda Ms,103905291,2019,2,17,7,Sames Auto Arena,Laredo,TX,78041,0,0
Banda Ms,103911208,2019,2,22,5,Smart Financial Centre,Sugar Land,TX,77479,0,1
Banda Ms,103945274,2019,2,23,6,Smart Financial Centre,Sugar Land,TX,77479,1,0
Banda Ms,103900010,2019,3,1,5,Payne Arena,Hidalgo,TX,78557,0,1
Banda Ms,104027993,2019,3,2,6,Payne Arena,Hidalgo,TX,78557,1,0
Banda Ms,103910521,2019,3,15,5,Viejas Arena,San Diego,CA,92182,0,0
Banda Ms,103847741,2019,3,16,6,Don Haskins Center,El Paso,TX,79902,0,0
Banda Ms,104073433,2019,3,17,7,Pico Rivera Sports Arena,Pico Rivera,CA,90660,0,0
Banda Ms,104017053,2019,3,22,5,Baxter Arena,Omaha,NE,68106,0,0
Banda MS,103983213,2019,3,29,5,Rio Rancho Events Center,Rio Rancho,NM,87144,0,0
Banda Ms,104031563,2019,3,30,6,Save Mart Center,Fresno,CA,93710,0,0
Banda MS,104050333,2019,4,6,6,Golden 1 Center,Sacramento,CA,95814,0,0
Banda Ms,104030596,2019,4,13,6,Freeman Coliseum,San Antonio,TX,78220,0,0
Banda Ms,104026931,2019,4,26,5,Santander Arena,Reading,PA,19601,0,0
Banda Ms,103910516,2019,5,3,5,Allstate Arena,Rosemont,IL,60018,0,1
Banda Ms,104012633,2019,5,4,6,Allstate Arena,Rosemont,IL,60018,1,0
Banda Ms,103981234,2019,7,20,6,Honda Center,Anaheim,CA,92806,0,1
Banda Ms,104104608,2019,7,21,7,Honda Center,Anaheim,CA,92806,1,0
Banda Ms,104084472,2019,7,27,6,Gas South Arena,Duluth,GA,30097,0,0
Banda Ms,104139849,2019,8,3,6,Bellco Theatre at Colorado Convention Center,Denver,CO,80202,0,0
Banda MS,104071909,2019,8,9,5,Arizona Federal Theatre,Phoenix,AZ,85003,0,0
Banda Ms,104029274,2019,8,10,6,Oakland Arena,Oakland,CA,94621,0,0
Banda Ms,104163487,2019,8,30,5,Mechanics Bank Arena,Bakersfield,CA,93301,0,0
Banda MS,104269341,2019,9,1,7,Idaho Center,Nampa,ID,83687,0,0
Banda Ms,104153791,2019,9,7,6,Madison Square Garden,New York,NY,10001,0,0
Banda Ms,104055056,2019,9,13,5,Zappos Theater at Planet Hollywood,Las Vegas,NV,89109,0,0
Banda Ms,104146004,2019,9,20,5,Capital One Arena,Washington DC,DC,20004,0,0
Banda Ms,104148470,2019,9,21,6,Amway Center,Orlando,FL,32801,0,0
Banda Ms,104176829,2019,9,28,6,Grand Sierra Theatre,Reno,NV,89595,0,0
Banda Ms,104102374,2019,9,29,7,Santa Barbara Bowl,Santa Barbara,CA,93103,0,0
Banda Ms,104153021,2019,11,1,5,Fiserv Forum,Milwaukee,WI,53203,0,0
Banda Ms,104159823,2019,11,9,6,Agganis Arena,Boston,MA,2215,0,0
Banda MS,104176239,2019,11,16,6,Greensboro Coliseum Complex,Greensboro,NC,27403,0,0
Banda Ms,104322706,2020,2,7,5,HEB Center at Cedar Park,Cedar Park,TX,78613,0,0
Banda Ms,104420756,2020,2,8,6,American Bank Center,Corpus Christi,TX,78401,0,0
Banda MS,104258131,2020,2,14,5,Crypto.com Arena,Los Angeles,CA,90015,0,1
Banda MS,104460220,2020,2,15,6,Crypto.com Arena,Los Angeles,CA,90015,1,0
Banda Ms,104314494,2020,2,21,5,Smart Financial Centre,Sugar Land,TX,77479,0,1
Banda Ms,104410972,2020,2,22,6,Smart Financial Centre,Sugar Land,TX,77479,1,0
Banda Ms,104382190,2020,2,28,5,Payne Arena,Hidalgo,TX,78557,0,1
Banda Ms,104534179,2020,2,29,6,Payne Arena,Hidalgo,TX,78557,1,0
Banda Ms,104798953,2021,3,27,6,Mesquite Arena,Mesquite,TX,75149,0,0
Banda Ms,104812843,2021,5,14,5,Bert Ogden Arena,Edinburg,TX,78539,0,1
Banda Ms,104808322,2021,5,15,6,Bert Ogden Arena,Edinburg,TX,78539,1,0
Banda Ms,104813464,2021,5,21,5,Gas South Arena,Duluth,GA,30097,0,1
Banda Ms,104828693,2021,6,12,6,Gas South Arena,Duluth,GA,30097,1,0
Banda MS,104864087,2021,6,18,5,Liberty First Credit Union Arena,Ralston,NE,68127,0,0
Banda Ms,104848973,2021,7,9,5,Toyota Arena - CA,Ontario,CA,91764,0,1
Banda Ms,104602125,2021,7,10,6,Toyota Arena - CA,Ontario,CA,91764,1,0
Banda Ms,104840610,2021,7,16,5,Cynthia Woods Mitchell Pavilion,The Woodlands,TX,77380,0,0
Banda Ms,104868481,2021,7,23,5,National Western Complex,Denver,CO,80216,0,0
Banda Ms,104860007,2021,7,30,5,Grand Sierra Theatre,Reno,NV,89595,0,0
Banda Ms,104868826,2021,8,1,7,Vina Robles Amphitheatre,Paso Robles,CA,93446,0,0
Banda Ms,104855174,2021,8,6,5,Bon Secours Wellness Arena,Greenville,SC,29601,0,0
Banda Ms,104840620,2021,8,28,6,AT&T Center,San Antonio,TX,78219,0,0
Banda Ms,104819185,2021,9,3,5,Madison Square Garden,New York,NY,10001,0,0
Banda Ms,104821178,2021,9,4,6,Wells Fargo Center-PA,Philadelphia,PA,19148,0,0
Banda Ms,104811341,2021,9,5,7,Capital One Arena,Washington DC,DC,20004,0,0
Banda Ms,104849188,2021,9,11,6,Michelob ULTRA Arena at Mandalay Bay Resort and Casino,Las Vegas,NV,89119,0,0
Banda Ms,104811634,2021,9,24,5,Hertz Arena,Estero,FL,33928,0,0
Banda Ms,104813674,2021,9,26,7,Amway Center,Orlando,FL,32801,0,0
Banda Ms,104840631,2021,10,9,6,Ak-Chin Pavilion,Phoenix,AZ,85035,0,0
Banda Ms,104840633,2021,10,10,7,North Island Credit Union Amphitheatre,Chula Vista,CA,91911,0,0
Banda Ms,104840635,2021,10,22,5,Rio Rancho Events Center,Rio Rancho,NM,87144,0,0
Banda Ms,104812460,2021,11,5,5,FedEx Forum,Memphis,TN,38103,0,0
Banda Ms,104816031,2021,11,6,6,Gainbridge Fieldhouse,Indianapolis,IN,46204,0,0
Banda Ms,105052700,2022,2,12,6,Bert Ogden Arena,Edinburg,TX,78539,0,0
Banda MS,104840595,2022,2,18,5,Crypto.com Arena,Los Angeles,CA,90015,0,1
Banda MS,105133029,2022,2,19,6,Crypto.com Arena,Los Angeles,CA,90015,1,0
Banda MS,105148794,2022,3,12,6,Mechanics Bank Arena,Bakersfield,CA,93301,0,0
Banda Ms ,103560723,2018,5,26,6,Atlanta Coliseum,Duluth,GA,30096,0,0
Banda MS ,104119325,2019,8,24,6,Arizona Federal Theatre,Phoenix,AZ,85003,0,0
Banda Ms ,104356198,2021,8,27,5,Sames Auto Arena,Laredo,TX,78041,0,0
Banda Ms ,104840627,2021,9,18,6,Paycom Center,Oklahoma City,OK,73107,0,0
Banda Ms ,104545552,2021,10,2,6,SAP Center,San Jose,CA,95113,0,0
Banda Ms ,104456442,2021,10,23,6,Don Haskins Center,El Paso,TX,79902,0,0
Banda Ms ,104571095,2021,11,19,5,Save Mart Center,Fresno,CA,93710,0,0
Banda Ms ,104596444,2021,11,20,6,Stockton Arena,Stockton,CA,95203,0,0
Bastille,103779141,2018,9,24,1,The Wiltern,Los Angeles,CA,90010,0,0
Bastille,103839724,2018,11,12,1,Majestic Theatre San Antonio,San Antonio,TX,78205,0,0
Bastille,103838338,2018,11,13,2,Cains Ballroom,Tulsa,OK,74103,0,0
Bastille,103839047,2018,11,14,3,Uptown Theater Kansas City,Kansas City,MO,64111,0,0
Bastille,103855124,2018,11,27,2,The Rave-Eagles Club,Milwaukee,WI,53233,0,0
Bastille,103898628,2018,11,28,3,Palace Theatre St. Paul,Saint Paul,MN,55102,0,0
Bastille,103872744,2018,11,29,4,The Pageant,St. Louis,MO,63112,0,0
Bastille,103852026,2018,12,3,1,The Fillmore Charlotte,Charlotte,NC,28202,0,0
Bastille,103851291,2018,12,4,2,The Anthem,Washington DC,DC,20024,0,0
Bastille,104134453,2019,9,16,1,The Met Philadelphia,Philadelphia,PA,19130,0,0
Bastille,104135498,2019,9,17,2,Leader Bank Pavilion,Boston,MA,2210,0,0
Bastille,104138375,2019,9,21,6,The Anthem,Washington DC,DC,20024,0,0
Bastille,104134457,2019,9,22,7,Stage AE,Pittsburgh,PA,15212,0,0
Bastille,104134449,2019,9,24,2,Hulu Theater at Madison Square Garden,New York,NY,10010,0,0
Bastille,104135500,2019,9,27,5,Mohegan Sun Arena-CT,Uncasville,CT,6382,0,0
Bastille,104141930,2019,9,28,6,Virginia Credit Union LIVE! at Richmond Raceway,Richmond,VA,23222,0,0
Bastille,104134465,2019,9,29,7,KEMBA LIVE!,Columbus,OH,43215,0,0
Bastille,104137448,2019,10,1,2,Masonic Temple - Detroit,Detroit,MI,48201,0,0
Bastille,104134467,2019,10,2,3,Chicago Theatre,Chicago,IL,60601,0,0
Bastille,104141259,2019,10,4,5,Mission Ballroom,Denver,CO,80216,0,0
Bastille,104137515,2019,10,7,1,Theater of the Clouds at Moda Center,Portland,OR,97227,0,0
Bastille,104137519,2019,10,9,3,WaMu Theater - Seattle,Seattle,WA,98134,0,0
Bastille,104137521,2019,10,11,5,Greek Theatre - Berkeley,Berkeley,CA,94720,0,0
Bastille,104137683,2019,10,12,6,Greek Theatre - Los Angeles,Los Angeles,CA,90027,0,0
Bastille,104137527,2019,10,13,7,Cal Coast Credit Union Open Air Theatre at SDSU,San Diego,CA,92128,0,0
Bastille,104137529,2019,10,15,2,Arizona Federal Theatre,Phoenix,AZ,85003,0,0
Bastille,104137531,2019,10,17,4,South Side Ballroom,Dallas,TX,75215,0,0
Bastille,104148472,2019,10,18,5,White Oak Music Hall,Houston,TX,77009,0,0
Bastille,104137533,2019,10,19,6,Germania Insurance Amphitheater,Del Valle,TX,78617,0,0
Bastille,104137535,2019,10,21,1,BJCC Concert Hall,Birmingham,AL,35203,0,0
Bastille,104137537,2019,10,22,2,Nashville Municipal Auditorium,Nashville,TN,37201,0,0
Bastille,104137539,2019,10,23,3,Coca-Cola Roxy Theatre,Atlanta,GA,30339,0,0
Bastille,104137567,2019,10,25,5,Red Hat Amphitheater,Raleigh,NC,27601,0,0
Bastille,104137570,2019,10,26,6,Dailys Place Amphitheater,Jacksonville,FL,32202,0,0
Bastille,104137578,2019,10,27,7,Bayfront Park,Miami,FL,33132,0,0
Bastille,104378025,2019,11,7,4,Sony Hall,New York,NY,10036,0,0
Bastille,105033441,2021,12,3,5,St Augustine Amphitheatre,St. Augustine,FL,32080,0,0
Bastille ,104141450,2019,10,5,6,The Complex - UT,Salt Lake City,UT,84101,0,0
Bauhaus,104324599,2019,11,3,7,Hollywood Palladium,Los Angeles,CA,90028,0,1
Bauhaus,104337502,2019,11,4,1,Hollywood Palladium,Los Angeles,CA,90028,1,1
Bauhaus,104352373,2019,12,1,7,Hollywood Palladium,Los Angeles,CA,90028,1,0
Beck,103423221,2018,3,23,5,Pavilion at Toyota Music Factory,Irving,TX,75039,0,0
Beck,103492322,2018,4,26,4,The Anthem,Washington DC,DC,20024,0,1
Beck,103453845,2018,4,27,5,The Anthem,Washington DC,DC,20024,1,0
Beck,103453847,2018,4,29,7,Charlotte Metro Credit Union Amphitheatre,Charlotte,NC,28202,0,0
Beck,103451752,2018,4,30,1,The Tabernacle,Atlanta,GA,30303,0,1
Beck,103463204,2018,5,1,2,The Tabernacle,Atlanta,GA,30303,1,0
Beck,103453850,2018,5,5,6,BJCC Concert Hall,Birmingham,AL,35203,0,0
Beck,103453852,2018,5,6,7,Ascend Amphitheater,Nashville,TN,37201,0,0
Beck,103521468,2018,7,6,5,Fox Theatre Detroit,Detroit,MI,48201,0,0
Beck,103521475,2018,7,15,7,Leader Bank Pavilion,Boston,MA,2210,0,0
Beck,103521477,2018,7,19,4,Madison Square Garden,New York,NY,10001,0,0
Beck,103521479,2018,7,20,5,Penns Landing Festival Pier,Philadelphia,PA,19123,0,0
Beck,103670475,2018,9,13,4,Armory - Minneapolis,Minneapolis,MN,55415,0,0
Beck,103670477,2018,9,16,7,Fabulous Fox Theatre - St. Louis,St. Louis,MO,63103,0,0
Beck,103670480,2018,9,17,1,Starlight Theatre,Kansas City,MO,64132,0,0
Beck,103670483,2018,9,19,3,Pinewood Bowl Theater,Lincoln,NE,68522,0,0
Beck,103521481,2018,9,22,6,Maverik Center,Salt Lake City,UT,84119,0,0
Beck,103521308,2018,9,24,1,Red Rocks Amphitheatre,Morrison,CO,80465,0,1
Beck,103571184,2018,9,25,2,Red Rocks Amphitheatre,Morrison,CO,80465,1,0
Beck,103504745,2018,9,28,5,Hollywood Bowl,Los Angeles,CA,90068,0,0
